V1,V2,V3
359.925,-11.1374,-5202
359.9417,-11.1374,-5158
359.9583,-11.1374,-5116
359.975,-11.1374,-5096
359.9916,-11.1374,-5098
359.5083,-11.1538,-30
359.525,-11.1538,-66
359.5417,-11.1538,-102
359.5583,-11.1538,-142
359.575,-11.1538,-192
359.5916,-11.1538,-260
359.6083,-11.1538,-408
359.625,-11.1538,-1670
359.6416,-11.1538,-2884
359.6583,-11.1538,-3939
359.675,-11.1538,-4448
359.6917,-11.1538,-4756
359.7083,-11.1538,-4932
359.725,-11.1538,-5018
359.7416,-11.1538,-5050
359.7583,-11.1538,-5052
359.775,-11.1538,-5058
359.7917,-11.1538,-5074
359.8083,-11.1538,-5104
359.825,-11.1538,-5150
359.8416,-11.1538,-5198
359.8583,-11.1538,-5238
359.875,-11.1538,-5268
359.8916,-11.1538,-5280
359.9083,-11.1538,-5276
359.925,-11.1538,-5256
359.9417,-11.1538,-5222
359.9583,-11.1538,-5184
359.975,-11.1538,-5156
359.9916,-11.1538,-5146
359.5083,-11.1701,-16
359.525,-11.1701,-66
359.5417,-11.1701,-106
359.5583,-11.1701,-146
359.575,-11.1701,-192
359.5916,-11.1701,-250
359.6083,-11.1701,-520
359.625,-11.1701,-1672
359.6416,-11.1701,-2790
359.6583,-11.1701,-3722
359.675,-11.1701,-4294
359.6917,-11.1701,-4634
359.7083,-11.1701,-4832
359.725,-11.1701,-4938
359.7416,-11.1701,-4982
359.7583,-11.1701,-5004
359.775,-11.1701,-5022
359.7917,-11.1701,-5044
359.8083,-11.1701,-5082
359.825,-11.1701,-5130
359.8416,-11.1701,-5184
359.8583,-11.1701,-5232
359.875,-11.1701,-5274
359.8916,-11.1701,-5308
359.9083,-11.1701,-5324
359.925,-11.1701,-5322
359.9417,-11.1701,-5306
359.9583,-11.1701,-5276
359.975,-11.1701,-5246
359.9916,-11.1701,-5232
359.5083,-11.1865,-8
359.525,-11.1865,-66
359.5417,-11.1865,-114
359.5583,-11.1865,-154
359.575,-11.1865,-188
359.5916,-11.1865,-226
359.6083,-11.1865,-868
359.625,-11.1865,-1870
359.6416,-11.1865,-2822
359.6583,-11.1865,-3620
359.675,-11.1865,-4162
359.6917,-11.1865,-4508
359.7083,-11.1865,-4714
359.725,-11.1865,-4830
359.7416,-11.1865,-4892
359.7583,-11.1865,-4936
359.775,-11.1865,-4980
359.7917,-11.1865,-5026
359.8083,-11.1865,-5078
359.825,-11.1865,-5130
359.8416,-11.1865,-5186
359.8583,-11.1865,-5240
359.875,-11.1865,-5292
359.8916,-11.1865,-5340
359.9083,-11.1865,-5376
359.925,-11.1865,-5394
359.9417,-11.1865,-5390
359.9583,-11.1865,-5372
359.975,-11.1865,-5350
359.9916,-11.1865,-5336
359.5083,-11.2028,-644
359.525,-11.2028,-88
359.5417,-11.2028,-134
359.5583,-11.2028,-170
359.575,-11.2028,-190
359.5916,-11.2028,-694
359.6083,-11.2028,-1444
359.625,-11.2028,-2250
359.6416,-11.2028,-3022
359.6583,-11.2028,-3654
359.675,-11.2028,-4116
359.6917,-11.2028,-4422
359.7083,-11.2028,-4602
359.725,-11.2028,-4708
359.7416,-11.2028,-4778
359.7583,-11.2028,-4858
359.775,-11.2028,-4942
359.7917,-11.2028,-5022
359.8083,-11.2028,-5092
359.825,-11.2028,-5156
359.8416,-11.2028,-5208
359.8583,-11.2028,-5262
359.875,-11.2028,-5316
359.8916,-11.2028,-5372
359.9083,-11.2028,-5418
359.925,-11.2028,-5452
359.9417,-11.2028,-5466
359.9583,-11.2028,-5466
359.975,-11.2028,-5456
359.9916,-11.2028,-5448
359.5083,-11.2192,-1594
359.525,-11.2192,-1148
359.5417,-11.2192,-928
359.5583,-11.2192,-924
359.575,-11.2192,-1154
359.5916,-11.2192,-1586
359.6083,-11.2192,-2152
359.625,-11.2192,-2770
359.6416,-11.2192,-3336
359.6583,-11.2192,-3814
359.675,-11.2192,-4168
359.6917,-11.2192,-4392
359.7083,-11.2192,-4514
359.725,-11.2192,-4576
359.7416,-11.2192,-4640
359.7583,-11.2192,-4762
359.775,-11.2192,-4910
359.7917,-11.2192,-5038
359.8083,-11.2192,-5136
359.825,-11.2192,-5206
359.8416,-11.2192,-5256
359.8583,-11.2192,-5304
359.875,-11.2192,-5348
359.8916,-11.2192,-5400
359.9083,-11.2192,-5452
359.925,-11.2192,-5494
359.9417,-11.2192,-5524
359.9583,-11.2192,-5542
359.975,-11.2192,-5548
359.9916,-11.2192,-5552
359.5083,-11.2355,-2508
359.525,-11.2355,-2204
359.5417,-11.2355,-2060
359.5583,-11.2355,-2062
359.575,-11.2355,-2200
359.5916,-11.2355,-2492
359.6083,-11.2355,-2894
359.625,-11.2355,-3314
359.6416,-11.2355,-3714
359.6583,-11.2355,-4054
359.675,-11.2355,-4296
359.6917,-11.2355,-4426
359.7083,-11.2355,-4458
359.725,-11.2355,-4432
359.7416,-11.2355,-4456
359.7583,-11.2355,-4658
359.775,-11.2355,-4904
359.7917,-11.2355,-5094
359.8083,-11.2355,-5210
359.825,-11.2355,-5280
359.8416,-11.2355,-5322
359.8583,-11.2355,-5356
359.875,-11.2355,-5392
359.8916,-11.2355,-5434
359.9083,-11.2355,-5480
359.925,-11.2355,-5526
359.9417,-11.2355,-5564
359.9583,-11.2355,-5594
359.975,-11.2355,-5618
359.9916,-11.2355,-5636
359.5083,-11.2519,-3272
359.525,-11.2519,-3074
359.5417,-11.2519,-3050
359.5583,-11.2519,-3082
359.575,-11.2519,-3114
359.5916,-11.2519,-3288
359.6083,-11.2519,-3544
359.625,-11.2519,-3820
359.6416,-11.2519,-4090
359.6583,-11.2519,-4320
359.675,-11.2519,-4490
359.6917,-11.2519,-4538
359.7083,-11.2519,-4468
359.725,-11.2519,-4312
359.7416,-11.2519,-4226
359.7583,-11.2519,-4574
359.775,-11.2519,-4966
359.7917,-11.2519,-5204
359.8083,-11.2519,-5318
359.825,-11.2519,-5376
359.8416,-11.2519,-5402
359.8583,-11.2519,-5420
359.875,-11.2519,-5444
359.8916,-11.2519,-5474
359.9083,-11.2519,-5506
359.925,-11.2519,-5542
359.9417,-11.2519,-5586
359.9583,-11.2519,-5628
359.975,-11.2519,-5662
359.9916,-11.2519,-5694
359.5083,-11.2682,-3796
359.525,-11.2682,-3648
359.5417,-11.2682,-3765
359.5583,-11.2682,-3847
359.575,-11.2682,-3756
359.5916,-11.2682,-3868
359.6083,-11.2682,-4054
359.625,-11.2682,-4230
359.6416,-11.2682,-4410
359.6583,-11.2682,-4586
359.675,-11.2682,-4740
359.6917,-11.2682,-4750
359.7083,-11.2682,-4620
359.725,-11.2682,-4338
359.7416,-11.2682,-4053
359.7583,-11.2682,-4648
359.775,-11.2682,-5172
359.7917,-11.2682,-5386
359.8083,-11.2682,-5462
359.825,-11.2682,-5480
359.8416,-11.2682,-5486
359.8583,-11.2682,-5492
359.875,-11.2682,-5508
359.8916,-11.2682,-5526
359.9083,-11.2682,-5536
359.925,-11.2682,-5546
359.9417,-11.2682,-5594
359.9583,-11.2682,-5646
359.975,-11.2682,-5690
359.9916,-11.2682,-5734
359.5083,-11.2846,-4123
359.525,-11.2846,-3841
359.5417,-11.2846,-3875
359.5583,-11.2846,-4001
359.575,-11.2846,-3993
359.5916,-11.2846,-4215
359.6083,-11.2846,-4423
359.625,-11.2846,-4527
359.6416,-11.2846,-4669
359.6583,-11.2846,-4823
359.675,-11.2846,-5037
359.6917,-11.2846,-5054
359.7083,-11.2846,-4990
359.725,-11.2846,-4840
359.7416,-11.2846,-4800
359.7583,-11.2846,-5154
359.775,-11.2846,-5565
359.7917,-11.2846,-5593
359.8083,-11.2846,-5580
359.825,-11.2846,-5568
359.8416,-11.2846,-5558
359.8583,-11.2846,-5562
359.875,-11.2846,-5576
359.8916,-11.2846,-5600
359.9083,-11.2846,-5572
359.925,-11.2846,-5532
359.9417,-11.2846,-5592
359.9583,-11.2846,-5648
359.975,-11.2846,-5694
359.9916,-11.2846,-5748
359.5083,-11.3009,-4527
359.525,-11.3009,-4145
359.5417,-11.3009,-4289
359.5583,-11.3009,-4155
359.575,-11.3009,-4279
359.5916,-11.3009,-4487
359.6083,-11.3009,-4651
359.625,-11.3009,-4775
359.6416,-11.3009,-4917
359.6583,-11.3009,-5049
359.675,-11.3009,-5227
359.6917,-11.3009,-5292
359.7083,-11.3009,-5343
359.725,-11.3009,-5300
359.7416,-11.3009,-5405
359.7583,-11.3009,-5485
359.775,-11.3009,-5549
359.7917,-11.3009,-5581
359.8083,-11.3009,-5606
359.825,-11.3009,-5606
359.8416,-11.3009,-5612
359.8583,-11.3009,-5622
359.875,-11.3009,-5630
359.8916,-11.3009,-5681
359.9083,-11.3009,-5616
359.925,-11.3009,-5479
359.9417,-11.3009,-5577
359.9583,-11.3009,-5638
359.975,-11.3009,-5676
359.9916,-11.3009,-5715
359.5083,-11.3173,-4773
359.525,-11.3173,-4677
359.5417,-11.3173,-4527
359.5583,-11.3173,-4321
359.575,-11.3173,-4531
359.5916,-11.3173,-4759
359.6083,-11.3173,-4869
359.625,-11.3173,-4979
359.6416,-11.3173,-5065
359.6583,-11.3173,-5173
359.675,-11.3173,-5265
359.6917,-11.3173,-5339
359.7083,-11.3173,-5345
359.725,-11.3173,-5387
359.7416,-11.3173,-5421
359.7583,-11.3173,-5499
359.775,-11.3173,-5563
359.7917,-11.3173,-5601
359.8083,-11.3173,-5623
359.825,-11.3173,-5627
359.8416,-11.3173,-5644
359.8583,-11.3173,-5657
359.875,-11.3173,-5619
359.8916,-11.3173,-5633
359.9083,-11.3173,-5681
359.925,-11.3173,-5439
359.9417,-11.3173,-5493
359.9583,-11.3173,-5612
359.975,-11.3173,-5657
359.9916,-11.3173,-5709
359.5083,-11.3336,-4905
359.525,-11.3336,-4749
359.5417,-11.3336,-4777
359.5583,-11.3336,-4237
359.575,-11.3336,-4363
359.5916,-11.3336,-4899
359.6083,-11.3336,-4965
359.625,-11.3336,-5111
359.6416,-11.3336,-5185
359.6583,-11.3336,-5245
359.675,-11.3336,-5291
359.6917,-11.3336,-5349
359.7083,-11.3336,-5379
359.725,-11.3336,-5403
359.7416,-11.3336,-5437
359.7583,-11.3336,-5503
359.775,-11.3336,-5579
359.7917,-11.3336,-5601
359.8083,-11.3336,-5619
359.825,-11.3336,-5649
359.8416,-11.3336,-5657
359.8583,-11.3336,-5661
359.875,-11.3336,-5657
359.8916,-11.3336,-5659
359.9083,-11.3336,-5677
359.925,-11.3336,-5649
359.9417,-11.3336,-5455
359.9583,-11.3336,-5629
359.975,-11.3336,-5671
359.9916,-11.3336,-5695
359.5083,-11.35,-5001
359.525,-11.35,-5029
359.5417,-11.35,-4759
359.5583,-11.35,-4408
359.575,-11.35,-4353
359.5916,-11.35,-4837
359.6083,-11.35,-5060
359.625,-11.35,-5243
359.6416,-11.35,-5273
359.6583,-11.35,-5275
359.675,-11.35,-5321
359.6917,-11.35,-5364
359.7083,-11.35,-5401
359.725,-11.35,-5449
359.7416,-11.35,-5467
359.7583,-11.35,-5479
359.775,-11.35,-5531
359.7917,-11.35,-5561
359.8083,-11.35,-5569
359.825,-11.35,-5679
359.8416,-11.35,-5674
359.8583,-11.35,-5672
359.875,-11.35,-5671
359.8916,-11.35,-5611
359.9083,-11.35,-5667
359.925,-11.35,-5702
359.9417,-11.35,-5643
359.9583,-11.35,-5451
359.975,-11.35,-5653
359.9916,-11.35,-5645
359.5083,-11.3663,-5126
359.525,-11.3663,-5123
359.5417,-11.3663,-4922
359.5583,-11.3663,-4708
359.575,-11.3663,-4672
359.5916,-11.3663,-4916
359.6083,-11.3663,-5110
359.625,-11.3663,-5254
359.6416,-11.3663,-5300
359.6583,-11.3663,-5322
359.675,-11.3663,-5356
359.6917,-11.3663,-5402
359.7083,-11.3663,-5455
359.725,-11.3663,-5481
359.7416,-11.3663,-5519
359.7583,-11.3663,-5525
359.775,-11.3663,-5527
359.7917,-11.3663,-5583
359.8083,-11.3663,-5635
359.825,-11.3663,-5654
359.8416,-11.3663,-5642
359.8583,-11.3663,-5654
359.875,-11.3663,-5673
359.8916,-11.3663,-5652
359.9083,-11.3663,-5684
359.925,-11.3663,-5712
359.9417,-11.3663,-5685
359.9583,-11.3663,-5552
359.975,-11.3663,-5581
359.9916,-11.3663,-5617
359.5083,-11.3826,-5204
359.525,-11.3826,-5188
359.5417,-11.3826,-5078
359.5583,-11.3826,-4964
359.575,-11.3826,-4942
359.5916,-11.3826,-5050
359.6083,-11.3826,-5178
359.625,-11.3826,-5280
359.6416,-11.3826,-5334
359.6583,-11.3826,-5364
359.675,-11.3826,-5400
359.6917,-11.3826,-5442
359.7083,-11.3826,-5488
359.725,-11.3826,-5528
359.7416,-11.3826,-5571
359.7583,-11.3826,-5537
359.775,-11.3826,-5589
359.7917,-11.3826,-5535
359.8083,-11.3826,-5572
359.825,-11.3826,-5574
359.8416,-11.3826,-5564
359.8583,-11.3826,-5610
359.875,-11.3826,-5656
359.8916,-11.3826,-5674
359.9083,-11.3826,-5698
359.925,-11.3826,-5710
359.9417,-11.3826,-5688
359.9583,-11.3826,-5630
359.975,-11.3826,-5633
359.9916,-11.3826,-5638
359.5083,-11.399,-5260
359.525,-11.399,-5258
359.5417,-11.399,-5206
359.5583,-11.399,-5146
359.575,-11.399,-5130
359.5916,-11.399,-5182
359.6083,-11.399,-5256
359.625,-11.399,-5326
359.6416,-11.399,-5376
359.6583,-11.399,-5412
359.675,-11.399,-5444
359.6917,-11.399,-5484
359.7083,-11.399,-5518
359.725,-11.399,-5550
359.7416,-11.399,-5572
359.7583,-11.399,-5564
359.775,-11.399,-5578
359.7917,-11.399,-5550
359.8083,-11.399,-5544
359.825,-11.399,-5520
359.8416,-11.399,-5479
359.8583,-11.399,-5570
359.875,-11.399,-5646
359.8916,-11.399,-5684
359.9083,-11.399,-5706
359.925,-11.399,-5708
359.9417,-11.399,-5688
359.9583,-11.399,-5658
359.975,-11.399,-5642
359.9916,-11.399,-5640
359.5083,-11.4153,-5302
359.525,-11.4153,-5318
359.5417,-11.4153,-5298
359.5583,-11.4153,-5270
359.575,-11.4153,-5262
359.5916,-11.4153,-5284
359.6083,-11.4153,-5334
359.625,-11.4153,-5386
359.6416,-11.4153,-5430
359.6583,-11.4153,-5466
359.675,-11.4153,-5494
359.6917,-11.4153,-5522
359.7083,-11.4153,-5550
359.725,-11.4153,-5570
359.7416,-11.4153,-5582
359.7583,-11.4153,-5580
359.775,-11.4153,-5584
359.7917,-11.4153,-5574
359.8083,-11.4153,-5562
359.825,-11.4153,-5548
359.8416,-11.4153,-5544
359.8583,-11.4153,-5600
359.875,-11.4153,-5660
359.8916,-11.4153,-5696
359.9083,-11.4153,-5710
359.925,-11.4153,-5706
359.9417,-11.4153,-5688
359.9583,-11.4153,-5658
359.975,-11.4153,-5634
359.9916,-11.4153,-5622
359.5083,-11.4316,-5332
359.525,-11.4316,-5362
359.5417,-11.4316,-5364
359.5583,-11.4316,-5354
359.575,-11.4316,-5352
359.5916,-11.4316,-5368
359.6083,-11.4316,-5404
359.625,-11.4316,-5448
359.6416,-11.4316,-5488
359.6583,-11.4316,-5518
359.675,-11.4316,-5540
359.6917,-11.4316,-5562
359.7083,-11.4316,-5580
359.725,-11.4316,-5590
359.7416,-11.4316,-5594
359.7583,-11.4316,-5598
359.775,-11.4316,-5598
359.7917,-11.4316,-5596
359.8083,-11.4316,-5590
359.825,-11.4316,-5592
359.8416,-11.4316,-5602
359.8583,-11.4316,-5638
359.875,-11.4316,-5674
359.8916,-11.4316,-5696
359.9083,-11.4316,-5702
359.925,-11.4316,-5698
359.9417,-11.4316,-5678
359.9583,-11.4316,-5644
359.975,-11.4316,-5604
359.9916,-11.4316,-5592
359.5083,-11.448,-5352
359.525,-11.448,-5394
359.5417,-11.448,-5410
359.5583,-11.448,-5412
359.575,-11.448,-5416
359.5916,-11.448,-5434
359.6083,-11.448,-5462
359.625,-11.448,-5502
359.6416,-11.448,-5540
359.6583,-11.448,-5566
359.675,-11.448,-5584
359.6917,-11.448,-5596
359.7083,-11.448,-5606
359.725,-11.448,-5614
359.7416,-11.448,-5612
359.7583,-11.448,-5612
359.775,-11.448,-5610
359.7917,-11.448,-5614
359.8083,-11.448,-5614
359.825,-11.448,-5618
359.8416,-11.448,-5630
359.8583,-11.448,-5650
359.875,-11.448,-5668
359.8916,-11.448,-5684
359.9083,-11.448,-5686
359.925,-11.448,-5680
359.9417,-11.448,-5662
359.9583,-11.448,-5622
359.975,-11.448,-5546
359.9916,-11.448,-5537
359.5083,-11.4643,-5366
359.525,-11.4643,-5418
359.5417,-11.4643,-5444
359.5583,-11.4643,-5454
359.575,-11.4643,-5462
359.5916,-11.4643,-5480
359.6083,-11.4643,-5506
359.625,-11.4643,-5540
359.6416,-11.4643,-5572
359.6583,-11.4643,-5600
359.675,-11.4643,-5614
359.6917,-11.4643,-5622
359.7083,-11.4643,-5632
359.725,-11.4643,-5632
359.7416,-11.4643,-5630
359.7583,-11.4643,-5628
359.775,-11.4643,-5624
359.7917,-11.4643,-5622
359.8083,-11.4643,-5622
359.825,-11.4643,-5626
359.8416,-11.4643,-5630
359.8583,-11.4643,-5636
359.875,-11.4643,-5644
359.8916,-11.4643,-5652
359.9083,-11.4643,-5654
359.925,-11.4643,-5650
359.9417,-11.4643,-5634
359.9583,-11.4643,-5599
359.975,-11.4643,-5451
359.9916,-11.4643,-5456
359.5083,-11.4806,-5376
359.525,-11.4806,-5432
359.5417,-11.4806,-5464
359.5583,-11.4806,-5482
359.575,-11.4806,-5494
359.5916,-11.4806,-5510
359.6083,-11.4806,-5530
359.625,-11.4806,-5558
359.6416,-11.4806,-5588
359.6583,-11.4806,-5612
359.675,-11.4806,-5624
359.6917,-11.4806,-5636
359.7083,-11.4806,-5642
359.725,-11.4806,-5646
359.7416,-11.4806,-5642
359.7583,-11.4806,-5638
359.775,-11.4806,-5630
359.7917,-11.4806,-5626
359.8083,-11.4806,-5620
359.825,-11.4806,-5616
359.8416,-11.4806,-5612
359.8583,-11.4806,-5612
359.875,-11.4806,-5608
359.8916,-11.4806,-5610
359.9083,-11.4806,-5614
359.925,-11.4806,-5608
359.9417,-11.4806,-5580
359.9583,-11.4806,-5530
359.975,-11.4806,-5443
359.9916,-11.4806,-5419
359.5083,-11.497,-5384
359.525,-11.497,-5442
359.5417,-11.497,-5476
359.5583,-11.497,-5498
359.575,-11.497,-5510
359.5916,-11.497,-5522
359.6083,-11.497,-5536
359.625,-11.497,-5560
359.6416,-11.497,-5580
359.6583,-11.497,-5602
359.675,-11.497,-5614
359.6917,-11.497,-5628
359.7083,-11.497,-5634
359.725,-11.497,-5640
359.7416,-11.497,-5640
359.7583,-11.497,-5636
359.775,-11.497,-5628
359.7917,-11.497,-5618
359.8083,-11.497,-5606
359.825,-11.497,-5596
359.8416,-11.497,-5586
359.8583,-11.497,-5574
359.875,-11.497,-5566
359.8916,-11.497,-5566
359.9083,-11.497,-5574
359.925,-11.497,-5584
359.9417,-11.497,-5536
359.9583,-11.497,-5464
359.975,-11.497,-5388
359.9916,-11.497,-5334
359.5083,-11.5133,-5390
359.525,-11.5133,-5442
359.5417,-11.5133,-5476
359.5583,-11.5133,-5502
359.575,-11.5133,-5516
359.5916,-11.5133,-5524
359.6083,-11.5133,-5534
359.625,-11.5133,-5544
359.6416,-11.5133,-5556
359.6583,-11.5133,-5572
359.675,-11.5133,-5584
359.6917,-11.5133,-5598
359.7083,-11.5133,-5612
359.725,-11.5133,-5624
359.7416,-11.5133,-5626
359.7583,-11.5133,-5622
359.775,-11.5133,-5614
359.7917,-11.5133,-5598
359.8083,-11.5133,-5584
359.825,-11.5133,-5570
359.8416,-11.5133,-5552
359.8583,-11.5133,-5534
359.875,-11.5133,-5520
359.8916,-11.5133,-5520
359.9083,-11.5133,-5546
359.925,-11.5133,-5575
359.9417,-11.5133,-5496
359.9583,-11.5133,-5412
359.975,-11.5133,-5330
359.9916,-11.5133,-5260
359.5083,-11.5296,-5398
359.525,-11.5296,-5440
359.5417,-11.5296,-5472
359.5583,-11.5296,-5498
359.575,-11.5296,-5516
359.5916,-11.5296,-5524
359.6083,-11.5296,-5522
359.625,-11.5296,-5524
359.6416,-11.5296,-5528
359.6583,-11.5296,-5534
359.675,-11.5296,-5540
359.6917,-11.5296,-5556
359.7083,-11.5296,-5576
359.725,-11.5296,-5588
359.7416,-11.5296,-5596
359.7583,-11.5296,-5596
359.775,-11.5296,-5586
359.7917,-11.5296,-5566
359.8083,-11.5296,-5550
359.825,-11.5296,-5530
359.8416,-11.5296,-5508
359.8583,-11.5296,-5486
359.875,-11.5296,-5470
359.8916,-11.5296,-5468
359.9083,-11.5296,-5478
359.925,-11.5296,-5486
359.9417,-11.5296,-5438
359.9583,-11.5296,-5372
359.975,-11.5296,-5306
359.9916,-11.5296,-5240
359.5083,-11.546,-5404
359.525,-11.546,-5436
359.5417,-11.546,-5468
359.5583,-11.546,-5494
359.575,-11.546,-5516
359.5916,-11.546,-5522
359.6083,-11.546,-5518
359.625,-11.546,-5512
359.6416,-11.546,-5504
359.6583,-11.546,-5498
359.675,-11.546,-5502
359.6917,-11.546,-5514
359.7083,-11.546,-5532
359.725,-11.546,-5548
359.7416,-11.546,-5558
359.7583,-11.546,-5556
359.775,-11.546,-5544
359.7917,-11.546,-5524
359.8083,-11.546,-5500
359.825,-11.546,-5476
359.8416,-11.546,-5454
359.8583,-11.546,-5432
359.875,-11.546,-5418
359.8916,-11.546,-5416
359.9083,-11.546,-5422
359.925,-11.546,-5424
359.9417,-11.546,-5404
359.9583,-11.546,-5366
359.975,-11.546,-5322
359.9916,-11.546,-5272
359.5083,-11.5623,-5416
359.525,-11.5623,-5432
359.5417,-11.5623,-5460
359.5583,-11.5623,-5490
359.575,-11.5623,-5516
359.5916,-11.5623,-5528
359.6083,-11.5623,-5526
359.625,-11.5623,-5516
359.6416,-11.5623,-5498
359.6583,-11.5623,-5482
359.675,-11.5623,-5480
359.6917,-11.5623,-5486
359.7083,-11.5623,-5498
359.725,-11.5623,-5508
359.7416,-11.5623,-5514
359.7583,-11.5623,-5506
359.775,-11.5623,-5486
359.7917,-11.5623,-5462
359.8083,-11.5623,-5434
359.825,-11.5623,-5408
359.8416,-11.5623,-5386
359.8583,-11.5623,-5370
359.875,-11.5623,-5366
359.8916,-11.5623,-5370
359.9083,-11.5623,-5384
359.925,-11.5623,-5396
359.9417,-11.5623,-5402
359.9583,-11.5623,-5394
359.975,-11.5623,-5376
359.9916,-11.5623,-5346
359.5083,-11.5786,-5418
359.525,-11.5786,-5422
359.5417,-11.5786,-5446
359.5583,-11.5786,-5482
359.575,-11.5786,-5516
359.5916,-11.5786,-5542
359.6083,-11.5786,-5546
359.625,-11.5786,-5534
359.6416,-11.5786,-5514
359.6583,-11.5786,-5492
359.675,-11.5786,-5478
359.6917,-11.5786,-5474
359.7083,-11.5786,-5474
359.725,-11.5786,-5476
359.7416,-11.5786,-5464
359.7583,-11.5786,-5448
359.775,-11.5786,-5418
359.7917,-11.5786,-5384
359.8083,-11.5786,-5350
359.825,-11.5786,-5322
359.8416,-11.5786,-5306
359.8583,-11.5786,-5300
359.875,-11.5786,-5308
359.8916,-11.5786,-5326
359.9083,-11.5786,-5356
359.925,-11.5786,-5388
359.9417,-11.5786,-5418
359.9583,-11.5786,-5440
359.975,-11.5786,-5448
359.9916,-11.5786,-5442
359.5083,-11.595,-5412
359.525,-11.595,-5412
359.5417,-11.595,-5434
359.5583,-11.595,-5472
359.575,-11.595,-5520
359.5916,-11.595,-5556
359.6083,-11.595,-5572
359.625,-11.595,-5566
359.6416,-11.595,-5550
359.6583,-11.595,-5524
359.675,-11.595,-5504
359.6917,-11.595,-5486
359.7083,-11.595,-5470
359.725,-11.595,-5448
359.7416,-11.595,-5418
359.7583,-11.595,-5380
359.775,-11.595,-5338
359.7917,-11.595,-5292
359.8083,-11.595,-5254
359.825,-11.595,-5228
359.8416,-11.595,-5220
359.8583,-11.595,-5220
359.875,-11.595,-5238
359.8916,-11.595,-5272
359.9083,-11.595,-5318
359.925,-11.595,-5372
359.9417,-11.595,-5432
359.9583,-11.595,-5482
359.975,-11.595,-5516
359.9916,-11.595,-5534
359.5083,-11.6113,-5396
359.525,-11.6113,-5390
359.5417,-11.6113,-5414
359.5583,-11.6113,-5462
359.575,-11.6113,-5520
359.5916,-11.6113,-5566
359.6083,-11.6113,-5596
359.625,-11.6113,-5604
359.6416,-11.6113,-5590
359.6583,-11.6113,-5572
359.675,-11.6113,-5546
359.6917,-11.6113,-5512
359.7083,-11.6113,-5470
359.725,-11.6113,-5422
359.7416,-11.6113,-5366
359.7583,-11.6113,-5306
359.775,-11.6113,-5246
359.7917,-11.6113,-5198
359.8083,-11.6113,-5158
359.825,-11.6113,-5134
359.8416,-11.6113,-5126
359.8583,-11.6113,-5134
359.875,-11.6113,-5160
359.8916,-11.6113,-5202
359.9083,-11.6113,-5264
359.925,-11.6113,-5338
359.9417,-11.6113,-5420
359.9583,-11.6113,-5498
359.975,-11.6113,-5564
359.9916,-11.6113,-5614
359.5083,-11.6276,-5368
359.525,-11.6276,-5366
359.5417,-11.6276,-5396
359.5583,-11.6276,-5448
359.575,-11.6276,-5512
359.5916,-11.6276,-5570
359.6083,-11.6276,-5616
359.625,-11.6276,-5636
359.6416,-11.6276,-5634
359.6583,-11.6276,-5616
359.675,-11.6276,-5584
359.6917,-11.6276,-5534
359.7083,-11.6276,-5466
359.725,-11.6276,-5388
359.7416,-11.6276,-5304
359.7583,-11.6276,-5224
359.775,-11.6276,-5154
359.7917,-11.6276,-5100
359.8083,-11.6276,-5062
359.825,-11.6276,-5042
359.8416,-11.6276,-5032
359.8583,-11.6276,-5046
359.875,-11.6276,-5072
359.8916,-11.6276,-5120
359.9083,-11.6276,-5188
359.925,-11.6276,-5274
359.9417,-11.6276,-5374
359.9583,-11.6276,-5474
359.975,-11.6276,-5576
359.9916,-11.6276,-5658
359.5083,-11.6439,-5334
359.525,-11.6439,-5342
359.5417,-11.6439,-5378
359.5583,-11.6439,-5436
359.575,-11.6439,-5502
359.5916,-11.6439,-5570
359.6083,-11.6439,-5620
359.625,-11.6439,-5648
359.6416,-11.6439,-5658
359.6583,-11.6439,-5646
359.675,-11.6439,-5606
359.6917,-11.6439,-5540
359.7083,-11.6439,-5448
359.725,-11.6439,-5340
359.7416,-11.6439,-5232
359.7583,-11.6439,-5138
359.775,-11.6439,-5062
359.7917,-11.6439,-5006
359.8083,-11.6439,-4970
359.825,-11.6439,-4954
359.8416,-11.6439,-4952
359.8583,-11.6439,-4958
359.875,-11.6439,-4982
359.8916,-11.6439,-5026
359.9083,-11.6439,-5090
359.925,-11.6439,-5182
359.9417,-11.6439,-5294
359.9583,-11.6439,-5416
359.975,-11.6439,-5542
359.9916,-11.6439,-5660
359.5083,-11.6602,-5302
359.525,-11.6602,-5318
359.5417,-11.6602,-5360
359.5583,-11.6602,-5420
359.575,-11.6602,-5490
359.5916,-11.6602,-5556
359.6083,-11.6602,-5610
359.625,-11.6602,-5644
359.6416,-11.6602,-5658
359.6583,-11.6602,-5646
359.675,-11.6602,-5602
359.6917,-11.6602,-5522
359.7083,-11.6602,-5414
359.725,-11.6602,-5280
359.7416,-11.6602,-5158
359.7583,-11.6602,-5054
359.775,-11.6602,-4976
359.7917,-11.6602,-4922
359.8083,-11.6602,-4896
359.825,-11.6602,-4884
359.8416,-11.6602,-4882
359.8583,-11.6602,-4888
359.875,-11.6602,-4898
359.8916,-11.6602,-4930
359.9083,-11.6602,-4984
359.925,-11.6602,-5074
359.9417,-11.6602,-5194
359.9583,-11.6602,-5332
359.975,-11.6602,-5474
359.9916,-11.6602,-5624
359.5083,-11.6766,-5278
359.525,-11.6766,-5300
359.5417,-11.6766,-5342
